,ABC,Water,Gluten%,SV ml,Moisture,Slot
533,5.7,18.0,11.22,28.0,12.81,3.0
534,5.7,18.0,11.22,28.0,12.81,3.0
535,5.7,18.0,11.22,28.0,12.81,3.0
536,5.7,18.0,11.22,28.0,12.81,3.0
537,5.7,18.0,11.22,28.0,12.81,3.0
538,5.7,18.0,11.22,28.0,12.81,3.0
539,5.7,18.0,11.22,28.0,12.81,3.0
540,5.7,18.0,11.22,28.0,12.81,3.0
541,5.7,18.0,11.22,28.0,12.81,3.0
542,5.7,18.0,11.22,28.0,12.81,3.0
543,5.7,18.0,11.22,28.0,12.81,3.0
544,5.7,18.0,11.22,28.0,12.81,3.0
545,5.7,18.0,11.22,28.0,12.81,3.0
546,5.7,18.0,11.22,28.0,12.81,3.0
547,5.7,18.0,11.22,28.0,12.81,3.0
548,5.7,18.0,11.22,28.0,12.81,3.0
549,5.7,18.0,11.22,28.0,12.81,3.0
550,5.7,18.0,11.22,28.0,12.81,3.0
551,5.7,18.0,11.22,28.0,12.81,3.0
552,5.7,18.0,11.22,28.0,12.81,3.0
553,4.7,18.0,11.22,28.0,12.81,2.0
554,4.7,18.0,11.22,28.0,12.81,2.0
555,4.7,18.0,11.22,28.0,12.81,2.0
556,4.7,18.0,11.22,28.0,12.81,2.0
557,4.7,18.0,11.22,28.0,12.81,2.0
558,4.7,18.0,11.22,28.0,12.81,2.0
559,4.7,18.0,11.22,28.0,12.81,2.0
560,4.7,18.0,11.22,28.0,12.81,2.0
561,4.7,18.0,11.22,28.0,12.81,2.0
562,4.7,18.0,11.22,28.0,12.81,2.0
563,4.7,18.0,11.22,28.0,12.81,2.0
564,4.7,18.0,11.22,28.0,12.81,1.0
565,4.7,18.0,11.22,28.0,12.81,1.0
566,4.7,18.0,11.22,28.0,12.81,1.0
567,4.5,18.0,11.22,28.0,12.81,1.0
568,4.5,18.0,11.22,28.0,12.81,1.0
569,4.5,18.0,11.22,28.0,12.81,1.0
570,4.5,18.0,11.22,28.0,12.81,1.0
571,4.5,18.0,11.22,28.0,12.81,1.0
572,4.5,18.0,11.22,28.0,12.81,1.0
573,4.5,18.0,11.22,28.0,12.81,1.0
574,4.5,20.0,11.22,28.0,12.81,3.0
575,4.5,20.0,11.22,28.0,12.81,3.0
576,4.5,20.0,11.22,28.0,12.81,3.0
577,4.5,20.0,11.22,28.0,12.81,3.0
578,4.5,20.0,11.22,28.0,12.81,3.0
579,4.5,20.0,11.22,28.0,12.81,3.0
580,4.5,20.0,11.22,28.0,12.81,3.0
581,4.5,20.0,11.22,28.0,12.81,3.0
582,4.5,20.0,11.22,28.0,12.81,3.0
583,4.5,20.0,11.22,28.0,12.81,3.0
584,4.5,20.0,11.22,28.0,12.81,3.0
585,4.5,20.0,11.22,28.0,12.81,3.0
586,4.5,20.0,11.22,28.0,12.81,3.0
587,4.5,20.0,11.22,28.0,12.81,3.0
588,4.5,20.0,11.22,28.0,12.81,3.0
589,4.5,20.0,11.22,28.0,12.81,3.0
590,4.5,20.0,11.22,28.0,12.81,3.0
591,4.5,20.0,11.22,28.0,12.81,3.0
592,4.5,20.0,11.22,28.0,12.81,3.0
593,4.5,20.0,11.22,28.0,12.81,3.0
594,4.5,20.0,11.22,28.0,12.81,3.0
595,4.5,19.0,11.22,28.0,12.81,2.0
596,4.5,19.0,11.22,28.0,12.81,2.0
597,4.5,19.0,11.22,28.0,12.81,2.0
598,4.5,19.0,11.22,28.0,12.81,2.0
599,4.5,19.0,11.22,28.0,12.81,2.0
600,4.5,19.0,11.22,28.0,12.81,2.0
601,4.5,19.0,11.22,28.0,12.81,2.0
602,4.5,19.0,11.22,28.0,12.81,2.0
603,4.5,19.0,11.22,28.0,12.81,2.0
604,4.5,19.0,11.22,28.0,12.81,2.0
605,4.5,19.0,11.22,28.0,12.81,1.0
606,4.5,19.0,11.22,28.0,12.81,1.0
607,4.5,19.0,11.22,28.0,12.81,1.0
608,4.5,19.0,11.22,28.0,12.81,1.0
609,4.3,19.0,11.22,28.0,12.81,1.0
610,4.3,19.0,11.22,28.0,12.81,1.0
611,4.3,19.0,11.22,28.0,12.81,1.0
612,4.3,19.0,11.22,28.0,12.81,1.0
613,4.3,19.0,11.22,28.0,12.81,1.0
614,4.7,17.0,11.0,28.0,12.41,1.0
615,4.7,17.0,11.0,28.0,12.41,1.0
616,4.7,17.0,11.0,28.0,12.41,1.0
617,4.7,17.0,11.0,28.0,12.41,2.0
618,4.7,17.0,11.0,28.0,12.41,2.0
619,4.7,17.0,11.0,28.0,12.41,2.0
620,4.7,17.0,11.0,28.0,12.41,2.0
621,4.5,17.0,11.0,28.0,12.41,2.0
622,4.5,17.0,11.0,28.0,12.41,2.0
623,4.5,17.0,11.0,28.0,12.41,2.0
624,4.5,17.0,11.0,28.0,12.41,2.0
625,4.5,17.0,11.0,28.0,12.41,1.0
626,4.2,17.0,11.0,28.0,12.41,1.0
627,4.2,17.0,11.0,28.0,12.41,1.0
628,4.2,17.0,11.0,28.0,12.41,1.0
629,4.0,17.0,11.0,28.0,12.41,1.0
630,4.0,17.0,11.0,28.0,12.41,1.0
631,4.0,17.0,11.0,28.0,12.41,1.0
632,4.0,17.0,11.0,28.0,12.41,1.0
633,4.0,17.0,11.0,28.0,12.41,1.0
634,4.0,17.0,11.0,28.0,12.41,1.0
635,4.0,14.0,10.51,25.0,12.86,1.0
636,4.0,14.0,10.51,25.0,12.86,1.0
637,4.0,14.0,10.51,25.0,12.86,2.0
638,4.0,14.0,10.51,25.0,12.86,2.0
639,4.0,15.0,10.51,25.0,12.86,2.0
640,4.0,15.0,10.51,25.0,12.86,2.0
641,4.0,15.0,10.51,25.0,12.86,2.0
642,4.0,14.0,10.51,25.0,12.86,2.0
643,4.0,13.0,10.51,25.0,12.86,2.0
644,4.0,13.0,10.51,25.0,12.86,2.0
645,4.0,12.0,10.51,25.0,12.86,1.0
646,4.0,12.0,10.51,25.0,12.86,1.0
647,4.0,12.0,10.51,25.0,12.86,1.0
648,4.0,12.0,10.51,25.0,12.86,1.0
649,4.0,12.0,10.51,25.0,12.86,1.0
650,4.0,12.0,10.51,25.0,12.86,1.0
651,4.0,12.0,10.51,25.0,12.86,1.0
652,4.0,12.0,10.51,25.0,12.86,1.0
653,4.0,12.0,10.51,25.0,12.86,1.0
654,4.0,12.0,10.51,25.0,12.86,2.0
655,4.0,12.0,10.51,25.0,12.86,2.0
656,4.0,12.0,10.51,25.0,12.86,2.0
657,3.8,12.0,10.51,25.0,12.86,2.0
658,3.8,12.0,10.51,25.0,12.86,2.0
659,3.8,12.0,10.51,25.0,12.86,2.0
660,3.8,12.0,10.51,25.0,12.86,2.0
661,3.5,12.0,10.51,25.0,12.86,2.0
662,3.5,12.0,10.51,25.0,12.86,2.0
663,3.5,12.0,10.51,25.0,12.86,1.0
664,3.3,10.0,10.51,25.0,12.86,1.0
665,3.3,10.0,10.51,25.0,12.86,1.0
666,3.3,10.0,10.51,25.0,12.86,1.0
667,3.3,10.0,10.51,25.0,12.86,1.0
668,3.3,10.0,10.51,25.0,12.86,1.0
669,3.6,10.0,10.51,25.0,12.86,1.0
670,3.6,10.0,10.51,25.0,12.86,1.0
671,3.6,10.0,10.51,25.0,12.86,1.0
672,3.6,10.0,10.51,25.0,12.86,1.0
673,3.6,10.0,10.51,25.0,12.86,1.0
674,3.6,10.0,10.51,25.0,12.86,1.0
675,3.8,10.0,10.51,25.0,12.86,3.0
676,3.8,10.0,10.51,25.0,12.86,3.0
677,3.8,10.0,10.51,25.0,12.86,3.0
678,3.8,10.0,10.51,25.0,12.86,3.0
679,3.8,10.0,10.51,25.0,12.86,3.0
680,3.8,10.0,10.51,25.0,12.86,3.0
681,3.8,10.0,10.51,25.0,12.86,3.0
682,3.8,10.0,10.51,25.0,12.86,3.0
683,3.8,10.0,10.51,25.0,12.86,3.0
684,3.8,10.0,10.51,25.0,12.86,3.0
685,3.8,10.0,10.51,25.0,12.86,3.0
686,3.8,10.0,10.51,25.0,12.86,3.0
687,3.8,10.0,10.51,25.0,12.86,3.0
688,3.8,10.0,10.51,25.0,12.86,3.0
689,3.8,10.0,10.51,25.0,12.86,3.0
690,3.8,10.0,10.51,25.0,12.86,3.0
691,3.8,10.0,10.51,25.0,12.86,3.0
692,3.8,10.0,10.51,25.0,12.86,3.0
693,3.8,10.0,10.51,25.0,12.86,3.0
694,3.8,9.0,10.51,25.0,12.86,2.0
695,3.8,9.0,10.51,25.0,12.86,2.0
696,3.8,9.0,10.51,25.0,12.86,2.0
697,4.0,9.0,10.51,25.0,12.86,2.0
698,4.0,9.0,10.51,25.0,12.86,2.0
699,4.0,9.0,10.51,25.0,12.86,2.0
700,4.0,9.0,10.51,25.0,12.86,2.0
701,4.0,9.0,10.51,25.0,12.86,2.0
702,4.0,9.0,10.51,25.0,12.86,2.0
703,4.0,9.0,10.51,25.0,12.86,2.0
704,4.0,9.0,10.51,25.0,12.86,1.0
705,4.0,9.0,10.51,25.0,12.86,1.0
706,4.0,9.0,10.51,25.0,12.86,1.0
707,4.0,9.0,10.51,25.0,12.86,1.0
708,4.0,9.0,10.51,25.0,12.86,1.0
709,4.0,9.0,10.51,25.0,12.86,1.0
710,4.0,9.0,10.51,25.0,12.86,1.0
711,3.8,11.0,10.51,25.0,12.86,2.0
712,3.8,11.0,10.51,25.0,12.86,2.0
713,3.8,11.0,10.51,25.0,12.86,2.0
714,3.8,11.0,10.51,25.0,12.86,2.0
715,3.5,12.0,10.51,25.0,12.86,2.0
716,3.5,12.0,10.51,25.0,12.86,2.0
717,3.5,12.0,10.51,25.0,12.86,2.0
718,3.5,12.0,10.51,25.0,12.86,2.0
719,3.5,12.0,10.51,25.0,12.86,2.0
720,3.5,12.0,10.51,25.0,12.86,2.0
721,3.5,12.0,10.51,25.0,12.86,1.0
722,3.5,12.0,10.51,25.0,12.86,1.0
723,3.5,12.0,10.51,25.0,12.86,1.0
724,3.5,12.0,10.51,25.0,12.86,1.0
725,3.5,12.0,10.51,25.0,12.86,1.0
726,3.5,12.0,10.51,25.0,12.86,1.0
727,3.5,12.0,10.51,25.0,12.86,1.0
728,3.5,12.0,10.51,25.0,12.86,1.0
729,3.5,12.0,10.51,25.0,12.86,1.0
730,3.5,12.0,10.51,25.0,12.86,1.0
731,3.5,12.0,10.51,25.0,12.86,1.0
732,3.5,12.0,10.51,25.0,12.86,1.0
733,3.5,12.0,10.51,25.0,12.86,1.0
734,3.5,12.0,10.51,25.0,12.86,1.0
735,3.5,12.0,10.51,25.0,12.86,3.0
736,3.5,12.0,10.51,25.0,12.86,3.0
737,3.5,12.0,10.51,25.0,12.86,3.0
738,3.5,12.0,10.51,25.0,12.86,3.0
739,3.5,12.0,10.51,25.0,12.86,3.0
740,3.5,12.0,10.51,25.0,12.86,3.0
741,3.5,12.0,10.51,25.0,12.86,3.0
742,3.5,12.0,10.51,25.0,12.86,3.0
743,3.5,12.0,10.51,25.0,12.86,3.0
744,3.5,12.0,10.51,25.0,12.86,3.0
745,3.5,12.0,10.51,25.0,12.86,3.0
746,3.5,12.0,10.51,25.0,12.86,3.0
747,3.5,12.0,10.51,25.0,12.86,3.0
748,3.5,12.0,10.51,25.0,12.86,3.0
749,3.5,12.0,10.51,25.0,12.86,3.0
750,3.5,12.0,10.51,25.0,12.86,3.0
751,3.5,12.0,10.51,25.0,12.86,3.0
752,3.5,12.0,10.51,25.0,12.86,3.0
753,3.5,12.0,10.51,25.0,12.86,3.0
754,3.5,12.0,10.51,25.0,12.86,3.0
755,3.5,12.0,10.51,25.0,12.86,3.0
756,3.5,12.0,10.51,25.0,12.86,3.0
757,3.5,12.0,10.51,25.0,12.86,3.0
758,3.5,12.0,10.51,25.0,12.86,3.0
759,3.5,12.0,10.51,25.0,12.86,3.0
760,3.5,11.0,10.51,25.0,12.86,2.0
761,3.5,11.0,10.51,25.0,12.86,2.0
762,3.5,11.0,10.51,25.0,12.86,2.0
763,3.5,11.0,10.51,25.0,12.86,2.0
764,3.5,11.0,10.51,25.0,12.86,2.0
765,3.5,12.0,10.51,25.0,12.86,2.0
766,3.5,12.0,10.51,25.0,12.86,2.0
767,3.5,12.0,10.51,25.0,12.86,2.0
768,3.5,12.0,10.51,25.0,12.86,2.0
769,3.5,12.0,10.51,25.0,12.86,2.0
770,3.5,12.0,10.51,25.0,12.86,2.0
771,3.5,12.0,10.51,25.0,12.86,2.0
772,3.5,12.0,10.51,25.0,12.86,2.0
773,3.5,12.0,10.51,25.0,12.86,2.0
774,3.5,12.0,10.51,25.0,12.86,2.0
775,3.5,12.0,10.51,25.0,12.86,1.0
776,3.5,12.0,10.51,25.0,12.86,1.0
777,3.5,12.0,10.51,25.0,12.86,1.0
778,3.5,12.0,10.51,25.0,12.86,1.0
779,3.5,12.0,10.51,25.0,12.86,1.0
780,3.5,12.0,10.51,25.0,12.86,1.0
781,3.5,12.0,10.51,25.0,12.86,1.0
782,3.5,12.0,10.51,25.0,12.86,1.0
783,3.5,12.0,10.51,25.0,12.86,1.0
784,3.5,12.0,10.51,25.0,12.86,1.0
785,3.5,12.0,10.51,25.0,12.86,1.0
786,3.5,12.0,10.51,25.0,12.86,1.0
787,3.5,12.0,10.51,25.0,12.86,1.0
788,3.5,12.0,10.51,25.0,12.86,1.0
789,3.3,10.0,10.51,25.0,12.86,3.0
790,3.3,10.0,10.51,25.0,12.86,3.0
791,3.3,10.0,10.51,25.0,12.86,3.0
792,3.3,10.0,10.51,25.0,12.86,3.0
793,3.6,10.0,10.51,25.0,12.86,3.0
794,3.6,10.0,10.51,25.0,12.86,3.0
795,3.6,10.0,10.51,25.0,12.86,3.0
796,3.6,10.0,10.51,25.0,12.86,3.0
797,3.6,10.0,10.51,25.0,12.86,3.0
798,3.6,10.0,10.51,25.0,12.86,3.0
799,3.6,10.0,10.51,25.0,12.86,3.0
800,4.0,10.0,10.51,25.0,12.86,3.0
801,4.0,10.0,10.51,25.0,12.86,3.0
802,4.0,10.0,10.51,25.0,12.86,3.0
803,4.0,10.0,10.51,25.0,12.86,3.0
804,4.0,10.0,10.51,25.0,12.86,3.0
805,4.0,10.0,10.51,25.0,12.86,3.0
806,4.5,10.0,10.51,25.0,12.86,3.0
807,4.5,10.0,10.51,25.0,12.86,3.0
808,4.5,10.0,10.51,25.0,12.86,3.0
809,4.5,10.0,10.51,25.0,12.86,3.0
810,4.5,10.0,10.51,25.0,12.86,3.0
811,4.5,10.0,10.51,25.0,12.86,3.0
812,4.5,10.0,10.51,25.0,12.86,3.0
813,4.5,12.0,11.07,25.0,12.71,2.0
814,4.5,12.0,11.07,25.0,12.71,2.0
815,4.5,12.0,11.07,25.0,12.71,2.0
816,4.5,12.0,11.07,25.0,12.71,2.0
817,4.5,12.0,11.07,25.0,12.71,2.0
818,4.5,12.0,11.07,25.0,12.71,2.0
819,4.5,12.0,11.07,25.0,12.71,2.0
820,4.5,12.0,11.07,25.0,12.71,2.0
821,4.5,12.0,11.07,25.0,12.71,2.0
822,4.5,12.0,11.07,25.0,12.71,2.0
823,4.5,12.0,11.07,25.0,12.71,2.0
824,4.3,12.0,11.07,25.0,12.71,2.0
825,4.3,12.0,11.07,25.0,12.71,2.0
826,4.4,12.0,11.07,25.0,12.71,2.0
827,4.4,12.0,11.07,25.0,12.71,1.0
828,4.4,12.0,11.07,25.0,12.71,1.0
829,4.4,12.0,11.07,25.0,12.71,1.0
830,4.6,12.0,11.07,25.0,12.71,1.0
831,4.6,12.0,11.07,25.0,12.71,1.0
832,4.6,12.0,11.07,25.0,12.71,1.0
833,4.6,12.0,11.07,25.0,12.71,1.0
834,4.6,12.0,11.07,25.0,12.71,1.0
835,4.6,12.0,11.07,25.0,12.71,1.0
836,4.8,12.0,11.07,25.0,12.71,1.0
837,4.8,12.0,11.07,25.0,12.71,1.0
838,4.8,12.0,11.07,25.0,12.71,1.0
839,4.8,12.0,11.07,25.0,12.71,1.0
840,4.5,12.0,11.07,25.0,12.71,3.0
841,4.5,12.0,11.07,25.0,12.71,3.0
842,4.5,12.0,11.07,25.0,12.71,3.0
843,4.5,12.0,11.07,25.0,12.71,3.0
844,4.5,12.0,11.07,25.0,12.71,3.0
845,4.5,12.0,11.07,25.0,12.71,3.0
846,4.5,12.0,11.07,25.0,12.71,3.0
847,4.5,12.0,11.07,25.0,12.71,3.0
848,4.5,12.0,11.07,25.0,12.71,3.0
849,4.5,12.0,11.07,25.0,12.71,3.0
850,4.5,12.0,11.07,25.0,12.71,3.0
851,4.5,12.0,11.07,25.0,12.71,3.0
852,4.5,12.0,11.07,25.0,12.71,3.0
853,4.5,12.0,11.07,25.0,12.71,3.0
854,4.5,12.0,11.07,25.0,12.71,3.0
855,4.5,12.0,11.07,25.0,12.71,3.0
856,4.5,12.0,11.07,25.0,12.71,3.0
857,4.5,12.0,11.07,25.0,12.71,3.0
858,4.5,12.0,11.07,25.0,12.71,3.0
859,4.5,12.0,11.07,25.0,12.71,3.0
860,4.5,12.0,11.07,25.0,12.71,3.0
861,4.5,12.0,11.07,25.0,12.71,3.0
862,4.5,12.0,11.07,25.0,12.71,3.0
863,4.5,12.0,11.07,25.0,12.71,3.0
864,4.5,12.0,11.07,25.0,12.71,3.0
865,4.5,12.0,11.07,25.0,12.71,3.0
866,4.5,12.0,11.07,25.0,12.71,3.0
867,4.5,12.0,11.07,25.0,12.71,3.0
868,5.5,12.0,11.16,25.0,12.61,2.0
869,5.5,12.0,11.16,25.0,12.61,2.0
870,5.5,12.0,11.16,25.0,12.61,2.0
871,5.5,12.0,11.16,25.0,12.61,2.0
872,5.5,12.0,11.16,25.0,12.61,2.0
873,5.5,12.0,11.16,25.0,12.61,2.0
874,5.5,12.0,11.16,25.0,12.61,2.0
875,5.5,12.0,11.16,25.0,12.61,2.0
876,5.8,12.0,11.16,25.0,12.61,2.0
877,5.8,12.0,11.16,25.0,12.61,2.0
878,5.8,12.0,11.16,25.0,12.61,2.0
879,5.8,12.0,11.16,25.0,12.61,2.0
880,5.8,12.0,11.16,25.0,12.61,2.0
881,5.8,12.0,11.16,25.0,12.61,2.0
882,5.8,12.0,11.16,25.0,12.61,1.0
883,5.8,12.0,11.16,25.0,12.61,1.0
884,5.8,12.0,11.16,25.0,12.61,1.0
885,5.8,12.0,11.16,25.0,12.61,1.0
886,5.8,12.0,11.16,25.0,12.61,1.0
887,5.8,12.0,11.16,25.0,12.61,1.0
888,5.8,13.0,11.16,25.0,12.61,1.0
889,5.8,13.0,11.16,25.0,12.61,1.0
890,5.8,13.0,11.16,25.0,12.61,1.0
891,5.8,13.0,11.16,25.0,12.61,1.0
892,5.8,13.0,11.16,25.0,12.61,1.0
893,5.8,13.0,11.16,25.0,12.61,1.0
894,5.8,13.0,11.16,25.0,12.61,1.0
895,5.5,14.0,11.16,25.0,12.61,1.0
896,5.5,14.0,11.16,25.0,12.61,1.0
897,5.5,14.0,11.16,25.0,12.61,1.0
898,5.5,14.0,11.16,25.0,12.61,1.0
899,5.5,14.0,11.16,25.0,12.61,2.0
900,5.5,14.0,11.16,25.0,12.61,2.0
901,5.5,14.0,11.16,25.0,12.61,2.0
902,5.5,14.0,11.16,25.0,12.61,2.0
903,5.5,14.0,11.16,25.0,12.61,2.0
904,5.5,14.0,11.16,25.0,12.61,2.0
905,5.5,14.0,11.16,25.0,12.61,2.0
906,5.5,14.0,11.16,25.0,12.61,2.0
907,5.5,14.0,11.16,25.0,12.61,2.0
908,5.5,14.0,11.16,25.0,12.61,2.0
909,5.5,14.0,11.16,25.0,12.61,1.0
910,5.5,14.0,11.16,25.0,12.61,1.0
911,5.5,14.0,11.16,25.0,12.61,1.0
912,5.5,14.0,11.16,25.0,12.61,1.0
913,5.5,14.0,11.16,25.0,12.61,1.0
914,5.5,14.0,11.16,25.0,12.61,1.0
915,5.5,14.0,11.16,25.0,12.61,1.0
916,5.5,14.0,11.16,25.0,12.61,1.0
917,5.5,14.0,11.16,25.0,12.61,1.0
918,5.5,14.0,11.16,25.0,12.61,1.0
919,5.5,14.0,11.16,25.0,12.61,1.0
920,5.5,14.0,11.16,25.0,12.61,1.0
921,5.5,14.0,11.16,25.0,12.61,1.0
922,5.5,14.0,11.16,25.0,12.61,1.0
923,4.7,12.0,11.16,25.0,12.61,1.0
924,4.7,12.0,11.16,25.0,12.61,2.0
925,4.7,12.0,11.16,25.0,12.61,2.0
926,4.7,12.0,11.16,25.0,12.61,2.0
927,4.7,12.0,11.16,25.0,12.61,2.0
928,4.7,12.0,11.16,25.0,12.61,2.0
929,4.7,12.0,11.16,25.0,12.61,2.0
930,4.7,12.0,11.16,25.0,12.61,2.0
931,4.7,12.0,11.16,25.0,12.61,2.0
932,4.7,12.0,11.16,25.0,12.61,2.0
933,4.7,12.0,11.16,25.0,12.61,2.0
934,4.7,12.0,11.16,25.0,12.61,2.0
935,4.8,12.0,11.16,25.0,12.61,2.0
936,4.8,12.0,11.16,25.0,12.61,2.0
937,4.8,12.0,11.16,25.0,12.61,1.0
938,4.8,12.0,11.16,25.0,12.61,1.0
939,4.8,12.0,11.16,25.0,12.61,1.0
940,4.8,12.0,11.16,25.0,12.61,1.0
941,4.8,12.0,11.16,25.0,12.61,1.0
942,4.8,12.0,11.16,25.0,12.61,1.0
943,4.8,12.0,11.16,25.0,12.61,1.0
944,4.9,12.0,11.16,25.0,12.61,1.0
945,4.9,12.0,11.16,25.0,12.61,1.0
946,4.9,12.0,11.16,25.0,12.61,1.0
947,4.9,12.0,11.16,25.0,12.61,1.0
948,4.9,12.0,11.16,25.0,12.61,1.0
949,4.9,12.0,11.16,25.0,12.61,1.0
950,4.9,12.0,11.16,25.0,12.61,3.0
951,4.9,12.0,11.16,25.0,12.61,3.0
952,4.9,12.0,11.16,25.0,12.61,3.0
953,4.9,12.0,11.16,25.0,12.61,3.0
954,4.9,12.0,11.16,25.0,12.61,3.0
955,4.9,12.0,11.16,25.0,12.61,3.0
956,4.9,12.0,11.16,25.0,12.61,3.0
957,4.9,12.0,11.16,25.0,12.61,3.0
958,4.9,12.0,11.16,25.0,12.61,3.0
959,4.9,12.0,11.16,25.0,12.61,3.0
960,4.9,12.0,11.16,25.0,12.61,3.0
961,4.9,12.0,11.16,25.0,12.61,3.0
962,4.9,12.0,11.16,25.0,12.61,3.0
963,4.9,12.0,11.16,25.0,12.61,3.0
964,4.9,12.0,11.16,25.0,12.61,3.0
965,4.9,12.0,11.16,25.0,12.61,3.0
966,4.9,12.0,11.16,25.0,12.61,3.0
967,4.9,12.0,11.16,25.0,12.61,3.0
968,4.9,12.0,11.16,25.0,12.61,3.0
969,4.9,12.0,11.16,25.0,12.61,3.0
970,4.9,12.0,11.16,25.0,12.61,3.0
971,4.9,12.0,11.16,25.0,12.61,3.0
972,4.9,12.0,11.16,25.0,12.61,3.0
973,4.9,12.0,11.16,25.0,12.61,3.0
974,4.9,12.0,11.16,25.0,12.61,3.0
975,4.9,12.0,11.16,25.0,12.61,3.0
976,4.9,12.0,11.16,25.0,12.61,3.0
977,5.5,12.0,11.08,27.0,12.73,2.0
978,5.5,12.0,11.08,27.0,12.73,2.0
979,5.5,12.0,11.08,27.0,12.73,2.0
980,5.5,12.0,11.08,27.0,12.73,2.0
981,5.5,12.0,11.08,27.0,12.73,2.0
982,5.5,12.0,11.08,27.0,12.73,2.0
983,5.5,12.0,11.08,27.0,12.73,2.0
984,5.5,12.0,11.08,27.0,12.73,2.0
985,5.5,12.0,11.08,27.0,12.73,2.0
986,5.5,12.0,11.08,27.0,12.73,2.0
987,5.5,12.0,11.08,27.0,12.73,2.0
988,5.5,12.0,11.08,27.0,12.73,2.0
989,5.5,12.0,11.08,27.0,12.73,2.0
990,5.5,12.0,11.08,27.0,12.73,2.0
991,5.5,12.0,11.08,27.0,12.73,1.0
992,5.5,12.0,11.08,27.0,12.73,1.0
993,5.5,12.0,11.08,27.0,12.73,1.0
994,5.5,12.0,11.08,27.0,12.73,1.0
995,5.5,12.0,11.08,27.0,12.73,1.0
996,5.5,12.0,11.08,27.0,12.73,1.0
997,5.5,12.0,11.08,27.0,12.73,1.0
998,5.5,12.0,11.08,27.0,12.73,1.0
999,4.6,13.0,10.66,25.0,12.93,1.0
1000,4.6,13.0,10.66,25.0,12.93,1.0
1001,4.6,13.0,10.66,25.0,12.93,1.0
1002,4.6,13.0,10.66,25.0,12.93,2.0
1003,4.6,13.0,10.66,25.0,12.93,2.0
1004,4.6,13.0,10.66,25.0,12.93,2.0
1005,4.6,13.0,10.66,25.0,12.93,2.0
1006,4.6,13.0,10.66,25.0,12.93,2.0
1007,4.6,13.0,10.66,25.0,12.93,2.0
1008,4.6,13.0,10.66,25.0,12.93,2.0
1009,4.6,13.0,10.66,25.0,12.93,2.0
1010,4.6,13.0,10.66,25.0,12.93,2.0
1011,4.6,13.0,10.66,25.0,12.93,2.0
1012,4.6,13.0,10.66,25.0,12.93,2.0
1013,4.6,13.0,10.66,25.0,12.93,2.0
1014,4.6,13.0,10.66,25.0,12.93,1.0
1015,4.6,13.0,10.66,25.0,12.93,1.0
1016,4.6,13.0,10.66,25.0,12.93,1.0
1017,4.6,13.0,10.66,25.0,12.93,1.0
1018,4.6,13.0,10.66,25.0,12.93,1.0
1019,4.6,13.0,10.66,25.0,12.93,1.0
1020,4.6,13.0,10.66,25.0,12.93,1.0
1021,4.6,13.0,10.66,25.0,12.93,1.0
1022,4.6,13.0,10.66,25.0,12.93,1.0
1023,4.6,13.0,10.66,25.0,12.93,1.0
1024,4.6,13.0,10.66,25.0,12.93,1.0
1025,5.3,14.0,11.12,26.0,12.89,3.0
1026,5.3,14.0,11.12,26.0,12.89,3.0
1027,5.3,14.0,11.12,26.0,12.89,3.0
1028,5.3,14.0,11.12,26.0,12.89,3.0
1029,5.3,14.0,11.12,26.0,12.89,3.0
1030,5.3,14.0,11.12,26.0,12.89,3.0
1031,5.3,14.0,11.12,26.0,12.89,3.0
1032,5.3,14.0,11.12,26.0,12.89,3.0
1033,5.5,14.0,11.12,26.0,12.89,3.0
1034,5.5,14.0,11.12,26.0,12.89,3.0
1035,5.5,14.0,11.12,26.0,12.89,3.0
1036,5.5,14.0,11.12,26.0,12.89,3.0
1037,5.5,14.0,11.12,26.0,12.89,3.0
1038,5.5,14.0,11.12,26.0,12.89,3.0
1039,5.5,14.0,11.12,26.0,12.89,3.0
1040,5.5,14.0,11.12,26.0,12.89,3.0
1041,5.5,14.0,11.12,26.0,12.89,3.0
1042,5.5,14.0,11.12,26.0,12.89,3.0
1043,5.5,14.0,11.12,26.0,12.89,3.0
1044,5.5,14.0,11.12,26.0,12.89,3.0
1045,5.5,14.0,11.12,26.0,12.89,3.0
1046,6.3,14.0,11.12,26.0,12.89,3.0
1047,6.3,14.0,11.12,26.0,12.89,3.0
1048,6.3,14.0,11.12,26.0,12.89,3.0
1049,6.3,14.0,11.12,26.0,12.89,3.0
1050,6.3,14.0,11.12,26.0,12.89,3.0
1051,6.3,14.0,11.12,26.0,12.89,3.0
1052,6.3,14.0,11.12,26.0,12.89,3.0
1053,5.3,14.0,11.12,26.0,12.89,2.0
1054,5.3,14.0,11.12,26.0,12.89,2.0
1055,5.3,14.0,11.12,26.0,12.89,2.0
1056,5.3,14.0,11.12,26.0,12.89,2.0
1057,5.3,14.0,11.12,26.0,12.89,2.0
1058,5.3,14.0,11.12,26.0,12.89,2.0
1059,5.3,14.0,11.12,26.0,12.89,2.0
1060,5.3,14.0,11.12,26.0,12.89,2.0
1061,5.3,14.0,11.12,26.0,12.89,2.0
1062,5.3,14.0,11.12,26.0,12.89,2.0
1063,5.3,14.0,11.12,26.0,12.89,2.0
1064,5.3,14.0,11.12,26.0,12.89,2.0
1065,5.3,14.0,11.12,26.0,12.89,2.0
1066,5.3,14.0,11.12,26.0,12.89,2.0
