
0.0,0.0,0.0,0.0,8.423670647409306,-29.850288174034727
10.77,0.0,0.0,0.0,21.328216434808777,1.872294817514291
10.77,26.0,0.0,0.0,18.76537349646374,20.29741380904252
10.77,26.0,12.52,0.0,5.515996650860085,14.336503736949215
10.77,26.0,12.52,1.0,5.590909396114727,14.326552860546418
10.77,26.0,12.52,1.0,0.0,0.0
10.77,26.0,12.52,1.0,0.0,0.0
10.77,26.0,12.52,1.0,3.3,0.0
10.77,26.0,12.52,1.0,3.3,17.0
0.0,0.0,0.0,0.0,8.423670647409306,-29.850288174034727
0.0,0.0,0.0,0.0,8.423670647409306,-29.850288174034727
5.515996650860085,14.336503736949215,10.77,26.0,12.52,0.0
5.665822141369366,14.316601984143627,10.77,26.0,12.52,2.0
5.665822141369366,14.316601984143627,10.77,26.0,12.52,2.0
